question,intent_label
Is a low-carb diet good for iron-deficiency anemia?,HEALTH_ADVICE
What is the riboflavin macro for strawberries?,NUTRITION_LOOKUP
Is oranges high in niacin and beneficial for celiac disease?,BOTH
How does eating cauliflower affect gout given its high cholesterol content?,BOTH
What is the phosphorus in cottage cheese and is it good for chronic kidney disease?,BOTH
"For hypothyroidism management, how much whole wheat bread can I eat given its sugar content?",BOTH
Is whole milk high in calcium?,NUTRITION_LOOKUP
What fruits are safe for GERD patients?,HEALTH_ADVICE
How does eating white bread affect iron-deficiency anemia given its high phosphorus content?,BOTH
What is the exact folate in half a cup pinto beans?,NUTRITION_LOOKUP
How much magnesium is there in two tablespoons of lentils?,NUTRITION_LOOKUP
Are grains good for someone with obesity?,HEALTH_ADVICE
What is the nutritional value of brown rice in terms of cholesterol?,NUTRITION_LOOKUP
How does diet affect gastritis?,HEALTH_ADVICE
How rich is strawberries in vitamin B12?,NUTRITION_LOOKUP
Is cucumber recommended or not recommended for gout attacks?,HEALTH_ADVICE
Does pasta have a lot of sugar?,NUTRITION_LOOKUP
How does spinach's carbohydrates level relate to coronary artery disease?,BOTH
How many zinc calories does lamb have?,NUTRITION_LOOKUP
How much protein does dark chocolate contain per serving?,NUTRITION_LOOKUP
Can the riboflavin in cucumber benefit depression patients?,BOTH
What is the exact thiamine in one cup beef?,NUTRITION_LOOKUP
What should I eat if I have gout attacks?,HEALTH_ADVICE
What foods help reduce symptoms of depression?,HEALTH_ADVICE
What should I eat if I have lactose intolerance?,HEALTH_ADVICE
What dietary changes help with coronary artery disease?,HEALTH_ADVICE
What is the sugar macro for watermelon?,NUTRITION_LOOKUP
Is green peas good for obesity? How much selenium does it contain?,BOTH
Is one ounce of barley too much folate for a coronary artery disease patient?,BOTH
Can duck help control fatty liver disease because of its vitamin C?,BOTH
Should someone with iron-deficiency anemia limit dairy intake?,HEALTH_ADVICE
What is the nutritional value of flaxseeds in terms of omega-6 fatty acids?,NUTRITION_LOOKUP
Best foods for managing high blood pressure?,HEALTH_ADVICE
What is a healthy diet for someone with anxiety?,HEALTH_ADVICE
What is the calories macro for tilapia?,NUTRITION_LOOKUP
How does bell peppers's calories level relate to osteoporosis?,BOTH
Diet recommendations for gout attacks patients?,HEALTH_ADVICE
Can the saturated fat in apples benefit gestational diabetes patients?,BOTH
"For gluten intolerance management, how much tilapia can I eat given its sodium content?",BOTH
Are grains good for someone with gestational diabetes?,HEALTH_ADVICE
Is cucumber good for anemia? How much fiber does it contain?,BOTH
Is a small bowl of Greek yogurt too much vitamin B12 for a heart disease patient?,BOTH
How should someone with osteoporosis adjust their diet?,HEALTH_ADVICE
Are there foods that worsen heart disease?,HEALTH_ADVICE
Is potatoes a good source of selenium for people with hypothyroidism?,BOTH
What vegetables are recommended for lactose intolerance?,HEALTH_ADVICE
Is a low-carb diet good for acid reflux?,HEALTH_ADVICE
Should someone with inflammatory bowel disease limit dairy intake?,HEALTH_ADVICE
